daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted,daily_screen_time_levels,social_media_usage_levels,night_usage_levels,work_study_hours_levels,age_categories,Addiction_Score
0.6666666666666666,0.3653846153846154,1,0.0,0.5641025641025641,1,0.15000000000000002,0.2857142857142857,0.5,0.288888888888889,1,Intermediate,Low,Low,Low,Gen-Z(15-25),0.5460514947295664
0.3333333333333333,0.3269230769230769,1,0.0,0.1923076923076923,1,0.42500000000000004,0.42857142857142855,0.4,0.2666666666666667,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.2896146535337826
0.3333333333333333,0.3076923076923077,2,0.3333333333333333,0.1923076923076923,0,0.4750000000000001,0.42857142857142855,0.5,0.288888888888889,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.3222740625540004
0.3333333333333333,0.46153846153846156,3,0.16666666666666666,0.6282051282051282,2,0.6000000000000001,0.6428571428571428,0.6000000000000001,0.5777777777777778,1,Low,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.6599274235355107
0.5833333333333333,0.46153846153846156,0,0.5,0.6923076923076923,2,0.525,0.6428571428571428,0.8,0.19999999999999998,1,Intermediate,Low,Intermediate,Intermediate,Gen-Y(26-40),0.7753585622947988
0.08333333333333333,0.46153846153846156,2,0.16666666666666666,0.5512820512820513,1,0.7250000000000001,0.5714285714285714,0.2,0.48888888888888893,1,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.4567133229652671
0.3333333333333333,0.5192307692307693,2,0.3333333333333333,0.5384615384615384,2,0.0,0.42857142857142855,0.30000000000000004,0.44444444444444453,1,Low,Intermediate,Intermediate,Intermediate,Gen-Z(15-25),0.5135648868152757
0.3333333333333333,0.4423076923076923,3,0.16666666666666666,0.5128205128205128,1,0.42500000000000004,0.42857142857142855,0.6000000000000001,0.4222222222222223,1,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.5899429756350442
0.3333333333333333,0.21153846153846156,1,0.3333333333333333,0.34615384615384615,1,0.6500000000000001,0.2857142857142857,0.1,0.3555555555555556,0,Low,Low,Low,Low,Gen-X(41-55),0.2045965094176603
0.08333333333333333,0.5192307692307693,1,0.16666666666666666,0.5769230769230769,0,0.10000000000000003,0.3571428571428571,0.2,0.44444444444444453,1,Low,Low,Low,Intermediate,Gen-Z(15-25),0.49386556073958876
0.41666666666666663,0.3653846153846154,1,0.3333333333333333,0.34615384615384615,1,0.525,0.3571428571428571,0.4,0.4,0,Intermediate,Low,Low,Intermediate,Gen-Y(26-40),0.38811128391221705
0.16666666666666666,0.34615384615384615,2,0.0,0.33333333333333337,0,0.5,0.42857142857142855,0.30000000000000004,0.2666666666666667,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.33298773112147917
0.3333333333333333,0.1923076923076923,1,0.16666666666666666,0.34615384615384615,0,0.55,0.5,0.30000000000000004,0.3555555555555556,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.2776913772248143
0.3333333333333333,0.3846153846153847,0,0.16666666666666666,0.3205128205128205,0,0.5,0.2857142857142857,0.1,0.37777777777777777,0,Low,Low,Low,Low,Gen-Y(26-40),0.26075686884396065
0.5833333333333333,0.5,3,0.0,0.8974358974358974,0,0.5750000000000001,0.7142857142857142,0.7000000000000001,0.3555555555555556,1,Intermediate,Intermediate,Low,High,Gen-Y(26-40),0.8610679108346293
0.3333333333333333,0.2692307692307693,2,0.16666666666666666,0.29487179487179493,0,0.8,0.42857142857142855,0.4,0.33333333333333337,0,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.3215828581302921
0.0,0.576923076923077,2,0.0,0.47435897435897434,1,0.0,0.21428571428571427,0.6000000000000001,0.288888888888889,1,Low,Intermediate,Low,Low,Gen-Z(15-25),0.6236391912908245
0.5833333333333333,0.6538461538461539,2,0.3333333333333333,0.47435897435897434,1,0.6500000000000001,0.5,0.2,0.24444444444444444,1,Intermediate,Intermediate,Low,Intermediate,Gen-X(41-55),0.49300155520995337
0.16666666666666666,0.3076923076923077,2,0.16666666666666666,0.28205128205128205,1,0.42500000000000004,0.2857142857142857,0.5,0.4666666666666667,0,Low,Intermediate,Low,Low,Gen-Y(26-40),0.3706583722135821
0.3333333333333333,0.46153846153846156,3,0.16666666666666666,0.6282051282051282,1,0.5750000000000001,0.21428571428571427,0.4,0.5555555555555556,1,Low,Intermediate,Low,Low,Gen-Y(26-40),0.5790565059616383
0.16666666666666666,0.2884615384615385,1,0.0,0.35897435897435903,1,0.7,0.3571428571428571,0.5,0.24444444444444444,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.4043545878693624
0.25,0.34615384615384615,0,0.16666666666666666,0.29487179487179493,2,0.75,0.2857142857142857,0.4,0.44444444444444453,0,Low,Low,Intermediate,Low,Gen-X(41-55),0.3526870571971661
0.25,0.2692307692307693,0,0.0,0.33333333333333337,1,0.9000000000000001,0.14285714285714285,0.0,0.3555555555555556,0,Low,Low,Low,Low,Gen-X(41-55),0.18057715569379648
0.16666666666666666,0.4423076923076923,0,0.0,0.07692307692307693,0,0.30000000000000004,0.2857142857142857,0.0,0.3111111111111111,0,Low,Low,Low,Low,Gen-Y(26-40),0.11232071885260067
0.16666666666666666,0.25,1,0.0,0.29487179487179493,2,0.925,0.3571428571428571,0.2,0.33333333333333337,0,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.2329358907897011
0.16666666666666666,0.4423076923076923,4,0.16666666666666666,0.4871794871794872,1,0.025000000000000022,0.5,0.8,0.5111111111111112,1,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.6569898047347504
0.08333333333333333,0.3846153846153847,3,0.3333333333333333,0.641025641025641,1,0.6000000000000001,0.2857142857142857,0.7000000000000001,0.4222222222222223,1,Low,Intermediate,Low,Low,Gen-Y(26-40),0.6761707274926559
0.08333333333333333,0.5192307692307693,3,0.16666666666666666,0.28205128205128205,0,0.2250000000000001,0.3571428571428571,0.1,0.3555555555555556,0,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.2944530844997407
0.25,0.6153846153846154,3,0.16666666666666666,0.7179487179487178,2,0.275,0.42857142857142855,0.30000000000000004,0.288888888888889,1,Low,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.6492137549680318
0.41666666666666663,0.5384615384615384,1,0.16666666666666666,0.7307692307692308,2,0.07500000000000001,0.5,0.8,0.13333333333333333,1,Intermediate,Low,Intermediate,Intermediate,Gen-Z(15-25),0.827198894072922
0.16666666666666666,0.17307692307692307,1,0.0,0.23076923076923073,0,0.32500000000000007,0.5,0.30000000000000004,0.3555555555555556,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.20770692932434773
0.16666666666666666,0.23076923076923078,2,0.0,0.42307692307692313,1,0.2250000000000001,0.3571428571428571,0.5,0.24444444444444444,0,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.4155866597546226
0.16666666666666666,0.6538461538461539,0,0.3333333333333333,0.7692307692307692,0,0.17500000000000004,0.2857142857142857,0.5,0.3111111111111111,1,Low,Low,Low,Low,Gen-Z(15-25),0.7732849490236738
0.16666666666666666,0.40384615384615385,2,0.0,0.42307692307692313,0,0.8500000000000001,0.5714285714285714,0.6000000000000001,0.19999999999999998,0,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.5260065664420253
0.08333333333333333,0.3653846153846154,1,0.16666666666666666,0.28205128205128205,1,0.17500000000000004,0.5,0.4,0.3111111111111111,0,Low,Low,Low,Intermediate,Gen-Z(15-25),0.3535510627268015
0.16666666666666666,0.25,0,0.0,0.35897435897435903,1,0.5750000000000001,0.5714285714285714,0.6000000000000001,0.15555555555555553,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.4292379471228617
0.25,0.3269230769230769,0,0.0,0.4358974358974359,2,0.30000000000000004,0.5714285714285714,0.5,0.19999999999999998,0,Low,Low,Intermediate,Intermediate,Gen-Y(26-40),0.46137895282529817
0.25,0.5,3,0.5,0.5128205128205128,1,0.6000000000000001,0.5714285714285714,0.7000000000000001,0.44444444444444453,1,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.653706583722136
0.25,0.4423076923076923,3,0.16666666666666666,0.6153846153846154,3,0.6000000000000001,0.2857142857142857,0.30000000000000004,0.44444444444444453,1,Low,Intermediate,Intermediate,Low,Gen-Y(26-40),0.5239329531709004
0.16666666666666666,0.3269230769230769,1,0.0,0.2564102564102564,0,0.5750000000000001,0.6428571428571428,0.4,0.3111111111111111,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.32417487471919826
0.5,0.4423076923076923,1,0.0,0.5256410256410257,3,0.625,0.42857142857142855,0.5,0.3111111111111111,1,Intermediate,Low,Intermediate,Intermediate,Gen-X(41-55),0.5564195610851911
0.25,0.4423076923076923,1,0.0,0.42307692307692313,2,0.7250000000000001,0.5,0.30000000000000004,0.3111111111111111,1,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.42025228961465366
0.41666666666666663,0.5192307692307693,3,0.0,0.6025641025641025,1,0.42500000000000004,0.3571428571428571,0.4,0.4666666666666667,1,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.5885605667876276
0.5833333333333333,0.7692307692307693,2,0.0,0.47435897435897434,0,0.07500000000000001,0.42857142857142855,0.30000000000000004,0.33333333333333337,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.5800933125972008
0.41666666666666663,0.48076923076923084,0,0.5,0.3717948717948718,2,0.45000000000000007,0.5714285714285714,0.8,0.44444444444444453,1,Intermediate,Low,Intermediate,Intermediate,Gen-Y(26-40),0.6103335061344394
0.41666666666666663,0.40384615384615385,0,0.0,0.6025641025641025,0,0.20000000000000007,0.2857142857142857,0.4,0.3555555555555556,1,Intermediate,Low,Low,Low,Gen-Z(15-25),0.5419042681873164
0.25,0.576923076923077,0,0.0,0.7307692307692308,3,0.4750000000000001,0.5714285714285714,0.8,0.5111111111111112,1,Low,Low,Intermediate,Intermediate,Gen-Y(26-40),0.8427509936063592
0.3333333333333333,0.5384615384615384,2,0.5,0.5512820512820513,1,0.10000000000000003,0.21428571428571427,0.30000000000000004,0.3555555555555556,1,Low,Intermediate,Low,Low,Gen-Z(15-25),0.5282529808190773
0.25,0.3076923076923077,0,0.5,0.2564102564102564,0,0.675,0.5,0.4,0.33333333333333337,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.3163988249524796
0.16666666666666666,0.2884615384615385,2,0.0,0.33333333333333337,1,0.125,0.6428571428571428,0.1,0.17777777777777778,0,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.22878866424745128
0.41666666666666663,0.3653846153846154,0,0.0,0.6153846153846154,0,0.45000000000000007,0.5,0.8,0.5333333333333333,1,Intermediate,Low,Low,Intermediate,Gen-Y(26-40),0.6950060480387076
0.16666666666666666,0.3653846153846154,1,0.0,0.5641025641025641,2,0.2250000000000001,0.21428571428571427,0.30000000000000004,0.4222222222222223,1,Low,Low,Intermediate,Low,Gen-Z(15-25),0.46518057715569394
0.5833333333333333,0.576923076923077,3,0.3333333333333333,0.4871794871794872,0,0.125,0.5,0.6000000000000001,0.6222222222222222,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.6305512355279075
0.3333333333333333,0.3269230769230769,0,0.16666666666666666,0.3846153846153846,2,0.2250000000000001,0.5714285714285714,0.30000000000000004,0.33333333333333337,0,Low,Low,Intermediate,Intermediate,Gen-Z(15-25),0.3528598583030932
0.0,0.3076923076923077,0,0.16666666666666666,0.2435897435897436,1,0.9500000000000002,0.5,0.2,0.22222222222222224,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.22861586314152413
0.5,0.2692307692307693,2,0.0,0.41025641025641024,0,0.875,0.8571428571428571,0.2,0.3111111111111111,0,Intermediate,Intermediate,Low,High,Gen-X(41-55),0.30292033869016766
0.25,0.5,3,0.16666666666666666,0.5769230769230769,1,0.4750000000000001,0.5,0.4,0.4,1,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.5669604285467427
0.25,0.13461538461538464,1,0.16666666666666666,0.4487179487179487,0,0.17500000000000004,0.5714285714285714,0.1,0.33333333333333337,0,Low,Low,Low,Intermediate,Gen-Z(15-25),0.22878866424745117
0.16666666666666666,0.25,0,0.3333333333333333,0.17948717948717952,1,0.10000000000000003,0.5714285714285714,0.30000000000000004,0.2666666666666667,0,Low,Low,Low,Intermediate,Gen-Z(15-25),0.21116295144288924
0.3333333333333333,0.21153846153846156,1,0.16666666666666666,0.23076923076923073,0,0.30000000000000004,0.3571428571428571,0.0,0.24444444444444444,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.10195265249697599
0.0,0.3846153846153847,1,0.16666666666666666,0.34615384615384615,0,0.675,0.14285714285714285,0.2,0.19999999999999998,0,Low,Low,Low,Low,Gen-X(41-55),0.31501641610506315
0.3333333333333333,0.5192307692307693,3,0.16666666666666666,0.4871794871794872,0,0.4750000000000001,0.3571428571428571,0.5,0.3555555555555556,1,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.5667876274408157
0.3333333333333333,0.42307692307692313,4,0.3333333333333333,0.6025641025641025,3,0.5,0.3571428571428571,0.4,0.44444444444444453,1,Low,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.5496803179540349
0.16666666666666666,0.2692307692307693,1,0.16666666666666666,0.34615384615384615,0,0.675,0.3571428571428571,0.0,0.17777777777777778,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.18748919993087956
0.3333333333333333,0.4423076923076923,1,0.16666666666666666,0.3717948717948718,1,0.6500000000000001,0.3571428571428571,0.2,0.288888888888889,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.3521686538793849
0.3333333333333333,0.5576923076923077,2,0.16666666666666666,0.6794871794871795,1,0.6500000000000001,0.5714285714285714,0.6000000000000001,0.7111111111111111,1,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.7264558493174358
0.41666666666666663,0.5192307692307693,1,0.0,0.6153846153846154,3,0.4,0.3571428571428571,0.7000000000000001,0.4,1,Intermediate,Low,Intermediate,Intermediate,Gen-Y(26-40),0.7167789873855195
0.41666666666666663,0.23076923076923078,2,0.0,0.20512820512820518,1,0.6000000000000001,0.3571428571428571,0.30000000000000004,0.17777777777777778,0,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.21721099015033704
0.08333333333333333,0.2692307692307693,0,0.3333333333333333,0.23076923076923073,1,0.875,0.6428571428571428,0.2,0.4,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.206151719371004
0.25,0.3846153846153847,1,0.0,0.21794871794871795,0,0.8250000000000002,0.14285714285714285,0.30000000000000004,0.17777777777777778,0,Low,Low,Low,Low,Gen-X(41-55),0.2863314325211682
0.3333333333333333,0.2692307692307693,1,0.16666666666666666,0.2692307692307693,0,0.625,0.42857142857142855,0.2,0.33333333333333337,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.22688785208225334
0.08333333333333333,0.1923076923076923,1,0.16666666666666666,0.17948717948717952,0,0.9500000000000002,0.5714285714285714,0.0,0.3111111111111111,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.066528425781925
0.5,0.2884615384615385,1,0.16666666666666666,0.3846153846153846,0,0.9000000000000001,0.3571428571428571,0.30000000000000004,0.4,0,Intermediate,Low,Low,Intermediate,Gen-X(41-55),0.33730775876965624
0.5833333333333333,0.5576923076923077,0,0.16666666666666666,0.641025641025641,3,0.5750000000000001,0.14285714285714285,0.30000000000000004,0.3111111111111111,1,Intermediate,Low,Intermediate,Low,Gen-Y(26-40),0.5844133402453775
0.08333333333333333,0.46153846153846156,2,0.16666666666666666,0.29487179487179493,1,0.3500000000000001,0.3571428571428571,0.30000000000000004,0.4,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.35890789701054093
0.41666666666666663,0.3846153846153847,0,0.0,0.3205128205128205,0,0.2250000000000001,0.3571428571428571,0.6000000000000001,0.4666666666666667,0,Intermediate,Low,Low,Intermediate,Gen-Z(15-25),0.46293416277864197
0.0,0.25,1,0.3333333333333333,0.2564102564102564,2,0.7750000000000001,0.5,0.30000000000000004,0.17777777777777778,0,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.2526352168653879
0.6666666666666666,0.40384615384615385,2,0.3333333333333333,0.7435897435897436,2,0.7250000000000001,0.5,0.6000000000000001,0.4666666666666667,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-X(41-55),0.6988076723691032
0.3333333333333333,0.75,5,0.16666666666666666,0.6923076923076923,0,0.5,0.21428571428571427,0.4,0.5333333333333333,1,Low,High,Low,Low,Gen-Y(26-40),0.7302574736478314
0.41666666666666663,0.6346153846153847,3,0.3333333333333333,0.5256410256410257,2,0.7250000000000001,0.42857142857142855,0.6000000000000001,0.5111111111111112,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-X(41-55),0.6746155175393124
0.16666666666666666,0.42307692307692313,1,0.0,0.3717948717948718,0,0.7750000000000001,0.42857142857142855,0.2,0.19999999999999998,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.34439260411266637
0.3333333333333333,0.42307692307692313,0,0.16666666666666666,0.2692307692307693,0,0.25,0.3571428571428571,0.2,0.3555555555555556,0,Low,Low,Low,Intermediate,Gen-Z(15-25),0.2890962502160015
0.41666666666666663,0.3269230769230769,3,0.3333333333333333,0.3205128205128205,0,0.125,0.42857142857142855,0.30000000000000004,0.3111111111111111,0,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.3182996371176776
0.3333333333333333,0.3846153846153847,3,0.16666666666666666,0.6153846153846154,1,0.125,0.42857142857142855,0.5,0.5333333333333333,1,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.5814757214446173
0.25,0.3653846153846154,1,0.16666666666666666,0.4871794871794872,2,0.3500000000000001,0.3571428571428571,0.8,0.5555555555555556,1,Low,Low,Intermediate,Intermediate,Gen-Y(26-40),0.6258856056678763
0.16666666666666666,0.5961538461538461,2,0.3333333333333333,0.42307692307692313,2,0.525,0.2857142857142857,0.30000000000000004,0.33333333333333337,1,Low,Intermediate,Intermediate,Low,Gen-Y(26-40),0.4824606877484017
0.3333333333333333,0.48076923076923084,1,0.0,0.3076923076923077,0,0.8250000000000002,0.21428571428571427,0.5,0.15555555555555553,0,Low,Low,Low,Low,Gen-X(41-55),0.45446690858821515
0.16666666666666666,0.3269230769230769,0,0.0,0.07692307692307693,1,0.30000000000000004,0.21428571428571427,0.2,0.13333333333333333,0,Low,Low,Low,Low,Gen-Y(26-40),0.1465353378261621
0.25,0.3076923076923077,1,0.16666666666666666,0.21794871794871795,0,0.5,0.3571428571428571,0.0,0.4,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.13392085709348545
0.3333333333333333,0.40384615384615385,3,0.16666666666666666,0.5128205128205128,2,0.6000000000000001,0.14285714285714285,0.7000000000000001,0.3111111111111111,1,Low,Intermediate,Intermediate,Low,Gen-Y(26-40),0.6148263348885433
0.16666666666666666,0.23076923076923078,1,0.0,0.3205128205128205,1,0.4750000000000001,0.6428571428571428,0.4,0.288888888888889,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.3198548470710212
0.0,0.21153846153846156,1,0.16666666666666666,0.34615384615384615,0,0.8500000000000001,0.5,0.30000000000000004,0.3555555555555556,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.2854674269915328
0.5833333333333333,0.6346153846153847,1,0.3333333333333333,0.6025641025641025,0,0.20000000000000007,0.2857142857142857,0.7000000000000001,0.4222222222222223,1,Intermediate,Low,Low,Low,Gen-Z(15-25),0.7565232417487472
0.25,0.34615384615384615,2,0.0,0.2692307692307693,1,0.875,0.3571428571428571,0.2,0.24444444444444444,0,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.2579920511491274
0.16666666666666666,0.13461538461538464,2,0.3333333333333333,0.2435897435897436,1,0.25,0.42857142857142855,0.6000000000000001,0.48888888888888893,0,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.3203732503888025
0.08333333333333333,0.46153846153846156,0,0.0,0.33333333333333337,2,0.675,0.42857142857142855,0.5,0.6000000000000001,0,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.4605149472956628
0.16666666666666666,0.3653846153846154,2,0.16666666666666666,0.42307692307692313,0,0.30000000000000004,0.3571428571428571,0.2,0.3111111111111111,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.34871263176084333
0.25,0.2692307692307693,0,0.0,0.34615384615384615,2,0.7,0.21428571428571427,0.5,0.37777777777777777,0,Low,Low,Intermediate,Low,Gen-X(41-55),0.38966649386556074
0.25,0.5,1,0.3333333333333333,0.47435897435897434,2,0.025000000000000022,0.2857142857142857,0.30000000000000004,0.4,1,Low,Low,Intermediate,Low,Gen-Z(15-25),0.4712286158631416
0.25,0.3653846153846154,1,0.5,0.0641025641025641,1,0.875,0.5,0.30000000000000004,0.3111111111111111,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.1956108519094523
0.16666666666666666,0.42307692307692313,0,0.16666666666666666,0.34615384615384615,0,0.925,0.5,0.0,0.3111111111111111,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.24969759806462768
0.16666666666666666,0.46153846153846156,0,0.5,0.7179487179487178,3,0.25,0.42857142857142855,0.6000000000000001,0.17777777777777778,1,Low,Low,Intermediate,Intermediate,Gen-Z(15-25),0.7083117331950924
0.41666666666666663,0.6730769230769231,3,0.0,0.47435897435897434,2,0.6000000000000001,0.5714285714285714,0.30000000000000004,0.33333333333333337,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.5412130637636081
0.16666666666666666,0.6153846153846154,2,0.0,0.42307692307692313,1,0.3500000000000001,0.14285714285714285,0.9,0.3111111111111111,1,Low,Intermediate,Low,Low,Gen-Y(26-40),0.7328494902367377
0.75,0.5192307692307693,2,0.0,0.47435897435897434,2,0.6000000000000001,0.42857142857142855,0.30000000000000004,0.4222222222222223,1,High,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.4790046656298601
0.41666666666666663,0.7115384615384616,4,0.3333333333333333,0.4358974358974359,2,0.4,0.3571428571428571,0.8,0.33333333333333337,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.738206324520477
0.3333333333333333,0.48076923076923084,1,0.16666666666666666,0.5512820512820513,1,0.625,0.3571428571428571,0.6000000000000001,0.48888888888888893,1,Low,Low,Low,Intermediate,Gen-X(41-55),0.6262312078797306
0.25,0.5384615384615384,2,0.5,0.5,1,0.4,0.5714285714285714,0.6000000000000001,0.4222222222222223,1,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.6219111802315536
0.41666666666666663,0.3846153846153847,1,0.16666666666666666,0.5128205128205128,2,0.375,0.42857142857142855,0.5,0.33333333333333337,1,Intermediate,Low,Intermediate,Intermediate,Gen-Y(26-40),0.5261793675479524
0.3333333333333333,0.576923076923077,3,0.0,0.5256410256410257,0,0.6500000000000001,0.14285714285714285,0.6000000000000001,0.4666666666666667,1,Low,Intermediate,Low,Low,Gen-X(41-55),0.651287368239157
0.41666666666666663,0.2884615384615385,1,0.16666666666666666,0.16666666666666669,1,0.9000000000000001,0.2857142857142857,0.4,0.08888888888888888,0,Intermediate,Low,Low,Low,Gen-X(41-55),0.26023846552617935
0.08333333333333333,0.21153846153846156,0,0.3333333333333333,0.3205128205128205,0,0.3500000000000001,0.3571428571428571,0.30000000000000004,0.3111111111111111,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.27164333851736655
0.6666666666666666,0.7307692307692308,2,0.16666666666666666,0.5512820512820513,1,0.0,0.5714285714285714,0.2,0.3555555555555556,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.5655780196993262
0.16666666666666666,0.40384615384615385,0,0.5,0.5256410256410257,0,0.2250000000000001,0.14285714285714285,0.4,0.6444444444444445,1,Low,Low,Low,Low,Gen-Z(15-25),0.5004320027648178
0.41666666666666663,0.48076923076923084,2,0.3333333333333333,0.42307692307692313,0,0.55,0.3571428571428571,0.8,0.5555555555555556,1,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.6379816830827718
0.75,0.6153846153846154,0,0.5,0.6923076923076923,4,0.4,0.3571428571428571,0.5,0.37777777777777777,1,High,Low,Intermediate,Intermediate,Gen-Y(26-40),0.7162605840677382
0.5,0.34615384615384615,2,0.16666666666666666,0.35897435897435903,2,0.10000000000000003,0.3571428571428571,0.6000000000000001,0.2666666666666667,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Z(15-25),0.4681181959564542
0.3333333333333333,0.25,0,0.3333333333333333,0.28205128205128205,0,0.675,0.5,0.7000000000000001,0.44444444444444453,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.4282011404872992
0.41666666666666663,0.3076923076923077,3,0.16666666666666666,0.34615384615384615,0,0.20000000000000007,0.5,0.4,0.3555555555555556,0,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.3647831346120616
0.41666666666666663,0.2692307692307693,0,0.0,0.3846153846153846,0,0.5,0.7142857142857142,0.30000000000000004,0.4222222222222223,0,Intermediate,Low,Low,High,Gen-Y(26-40),0.3295317090029377
0.25,0.576923076923077,5,0.0,0.6282051282051282,0,0.525,0.42857142857142855,0.6000000000000001,0.5555555555555556,1,Low,High,Low,Intermediate,Gen-Y(26-40),0.7065837221358219
0.6666666666666666,0.48076923076923084,3,0.0,0.6025641025641025,0,0.55,0.6428571428571428,0.30000000000000004,0.3555555555555556,1,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.5325730084672543
0.08333333333333333,0.3653846153846154,2,0.0,0.39743589743589747,0,0.7750000000000001,0.42857142857142855,0.0,0.3111111111111111,0,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.2540176257128046
0.5833333333333333,0.46153846153846156,1,0.5,0.42307692307692313,1,0.275,0.2857142857142857,0.4,0.33333333333333337,1,Intermediate,Low,Low,Low,Gen-Y(26-40),0.4684637981683083
0.08333333333333333,0.3269230769230769,2,0.16666666666666666,0.4871794871794872,0,0.675,0.5,0.5,0.2666666666666667,0,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.4890271297736306
0.41666666666666663,0.2884615384615385,2,0.0,0.3205128205128205,0,0.32500000000000007,0.42857142857142855,0.5,0.3111111111111111,0,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.3836184551581131
0.5,0.6346153846153847,2,0.16666666666666666,0.7948717948717949,2,0.025000000000000022,0.5,0.2,0.4222222222222223,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Z(15-25),0.6580266113703128
0.25,0.2692307692307693,1,0.16666666666666666,0.3205128205128205,0,0.625,0.3571428571428571,0.30000000000000004,0.44444444444444453,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.294971487817522
0.41666666666666663,0.5384615384615384,2,0.0,0.4358974358974359,3,0.10000000000000003,0.3571428571428571,0.2,0.4222222222222223,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Z(15-25),0.425609123898393
0.25,0.34615384615384615,1,0.16666666666666666,0.2435897435897436,2,0.8500000000000001,0.5714285714285714,0.0,0.5111111111111112,0,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.16329704510108864
0.41666666666666663,0.5576923076923077,2,0.5,0.4871794871794872,4,0.42500000000000004,0.5,0.7000000000000001,0.4,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.6632106445481252
0.6666666666666666,0.48076923076923084,2,0.0,0.5897435897435898,0,0.25,0.5714285714285714,0.6000000000000001,0.33333333333333337,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.6469673405909799
