age,gender,daily_phone_hours,check_screen_time,phone_usage_satisfaction,used_screen_time_app,check_phone_morning,scroll_before_bed,phone_affects_grades,mindless_scrolling,short_video_time,focus_before_phone_urge,reread_due_to_distraction,gpa,has_job,App_Social,App_Texting,App_Videos,App_StudyOrWork,App_Gaming,App_Shopping
0.0406,1,2,1,4,1,1,1,5,2,1,4,3,0.0,1.0,1,1,1,0,0,0
0.273,0,2,1,2,1,5,1,5,5,2,3,3,3.0,0.0,1,1,1,0,0,0
0.0,1,2,0,3,0,4,1,4,4,3,2,1,4.0,1.0,1,0,1,0,0,1
0.0048,1,2,1,2,0,3,1,2,1,3,2,3,3.0,1.0,1,0,1,0,0,0
0.2264,0,2,1,4,1,4,1,4,4,1,3,3,3.0,0.0,1,0,1,0,0,0
0.0369,0,2,1,3,0,3,1,2,4,0,1,1,3.0,0.0,1,0,1,0,0,1
0.2566,1,3,1,4,0,5,1,2,4,2,2,3,3.0,0.0,1,0,1,0,0,0
0.0,1,2,0,2,1,4,1,2,5,2,1,3,4.0,0.0,1,1,0,0,1,0
0.1484,0,1,1,3,0,5,1,5,3,3,2,3,4.0,0.0,1,0,1,0,1,0
0.0,1,1,0,4,1,5,1,3,3,1,2,2,4.0,0.0,1,1,0,1,0,0
0.0177,1,3,0,3,0,5,1,5,4,3,2,3,1.0,0.0,1,1,1,0,0,0
0.1686,1,2,0,1,0,4,1,2,4,2,1,3,2.0,0.0,1,0,1,0,0,0
0.0245,1,2,0,5,0,5,1,2,4,2,3,3,4.0,1.0,1,1,0,0,0,0
0.0,1,1,1,2,0,3,1,5,3,3,1,2,3.0,0.0,1,1,0,1,0,0
0.0376,1,1,1,2,0,4,1,5,2,2,3,3,3.0,0.0,1,1,0,0,0,0
0.1074,1,2,1,5,1,4,1,3,4,2,2,2,0.0,0.0,1,0,1,0,1,1
0.2519,1,2,1,3,0,5,1,5,3,2,1,3,4.0,0.0,1,0,1,0,0,0
0.0464,0,2,1,2,0,1,1,4,3,3,2,3,3.0,0.0,1,1,0,0,0,0
0.0,0,2,0,3,0,5,1,4,4,2,2,2,2.0,1.0,1,1,1,0,0,0
0.0588,1,1,1,1,1,4,1,3,3,3,2,2,3.0,0.0,1,1,0,0,0,0
0.0291,1,1,1,3,0,3,1,3,4,2,4,3,2.0,0.0,1,1,0,1,0,0
0.1253,1,3,1,3,0,2,1,5,5,2,3,2,4.0,1.0,0,0,1,1,1,0
0.0,1,2,0,2,0,4,1,2,3,3,1,2,4.0,0.0,1,0,1,0,0,0
0.1739,0,4,0,2,0,5,1,3,3,3,2,1,4.0,1.0,0,0,1,0,0,0
0.0,0,2,0,3,0,3,1,5,5,2,2,2,3.0,1.0,1,1,0,0,0,0
0.1745,0,3,1,3,0,5,1,5,4,3,2,3,3.0,0.0,1,0,0,0,0,0
0.1372,0,2,1,3,0,3,0,2,4,3,4,3,3.0,0.0,1,1,1,1,0,0
0.3594,0,2,1,2,1,3,1,5,4,1,2,2,4.0,0.0,1,0,1,0,0,0
0.0223,1,2,1,1,0,5,1,3,4,2,1,2,3.0,0.0,1,0,1,0,0,0
0.0612,1,2,1,4,0,3,1,4,2,0,2,3,4.0,0.0,1,1,0,1,0,0
0.0078,1,1,1,3,0,5,1,5,5,3,2,2,4.0,0.0,1,0,0,0,0,0
0.0657,1,2,1,2,1,5,1,4,5,3,2,3,3.0,0.0,1,1,0,0,0,0
0.0865,0,3,1,3,0,4,1,3,1,3,1,3,4.0,0.0,1,1,1,0,0,0
0.0436,1,1,0,3,1,4,1,5,3,1,2,2,4.0,0.0,1,1,0,0,0,0
0.0093,1,3,0,3,0,4,1,5,4,3,1,3,4.0,0.0,1,1,0,1,0,1
0.1341,1,2,0,1,0,4,1,4,4,1,2,3,2.0,0.0,1,0,0,0,1,0
0.0955,1,2,1,3,0,4,1,3,4,3,3,0,3.0,0.0,1,1,0,1,0,0
0.0985,0,2,1,2,0,5,1,5,5,3,2,1,3.0,0.0,1,0,1,0,0,0
0.0,1,2,1,4,0,4,1,2,5,3,2,2,3.0,0.0,1,1,1,0,0,0
0.0636,0,3,0,2,1,5,1,3,5,2,1,2,1.0,0.0,1,0,1,0,0,0
0.0,1,3,1,1,1,4,0,4,4,1,2,2,3.0,0.0,1,1,1,0,0,0
0.0079,1,2,1,1,0,4,1,3,4,2,1,2,1.0,0.0,1,1,1,1,0,0
0.0,0,2,0,1,1,5,1,5,5,3,2,1,4.0,0.0,1,1,1,0,0,0
0.0,1,4,1,3,1,3,1,5,4,3,2,3,1.0,0.0,1,0,1,1,0,0
0.094,1,2,1,1,0,3,1,4,5,3,2,3,1.0,1.0,1,0,0,0,0,0
0.0586,0,2,1,1,0,5,1,5,3,3,3,2,4.0,0.0,1,0,1,0,0,0
0.1623,0,1,0,1,1,4,1,3,3,2,0,2,4.0,0.0,1,0,1,0,0,0
0.08,1,3,0,1,0,4,1,2,5,2,1,3,3.0,0.0,1,1,1,1,0,0
0.1715,0,3,0,2,0,1,1,4,5,3,2,3,4.0,0.0,1,0,0,0,0,0
0.233,0,3,0,2,1,5,1,4,3,1,2,2,3.0,1.0,1,0,1,0,0,0
0.0071,0,2,1,2,0,4,1,2,4,2,1,3,1.0,0.0,1,0,1,0,0,0
0.1753,0,2,1,2,0,4,1,5,2,3,1,2,4.0,1.0,1,1,0,1,0,0
0.0,0,3,1,2,0,4,1,4,4,2,3,2,3.0,1.0,1,0,0,0,0,1
0.0964,1,2,0,1,1,2,1,5,5,3,2,2,3.0,0.0,1,1,1,0,0,0
0.0,0,2,1,4,1,4,1,2,2,2,3,2,4.0,0.0,1,0,1,0,0,0
0.0,1,2,1,2,0,5,1,5,4,3,2,3,1.0,0.0,1,0,1,0,0,0
0.0564,1,3,1,1,0,5,1,4,4,0,1,3,4.0,0.0,1,1,1,0,0,0
0.1216,1,2,1,4,0,4,0,3,4,3,0,2,3.0,0.0,1,1,1,0,0,0
0.0296,1,2,1,3,0,5,1,3,5,2,2,2,1.0,0.0,1,1,1,0,0,0
0.0208,0,1,1,2,1,3,1,2,3,3,2,3,1.0,1.0,1,1,1,0,0,0
0.0699,1,1,1,3,0,5,1,5,5,3,2,2,4.0,0.0,1,1,1,0,0,1
0.1696,1,4,0,1,1,5,1,5,5,2,2,2,2.0,1.0,1,1,1,1,0,0
0.0973,1,2,0,3,0,4,1,4,4,2,0,1,4.0,0.0,1,1,0,1,0,1
0.0634,1,3,1,3,0,5,1,5,3,3,0,1,4.0,1.0,1,1,0,0,1,1
0.0231,1,2,0,5,0,3,1,5,3,2,2,3,3.0,0.0,1,1,1,0,0,0
0.1805,0,2,1,3,0,3,1,5,5,2,3,3,4.0,0.0,1,1,1,0,0,0
0.0,1,2,0,2,0,5,1,3,5,3,2,1,3.0,0.0,1,1,0,0,0,0
0.0,0,1,0,3,1,5,1,5,4,0,1,3,4.0,1.0,1,0,1,0,0,0
0.1596,1,2,1,4,1,5,0,5,4,3,1,3,4.0,0.0,1,0,0,1,0,0
0.0652,1,2,1,4,0,5,1,5,3,1,2,2,2.0,0.0,1,1,1,0,0,0
0.0,0,1,1,3,0,5,1,2,3,3,1,3,2.0,0.0,1,0,0,1,0,0
0.0241,0,2,0,3,0,3,1,4,4,2,3,2,3.0,0.0,1,0,1,0,0,0
0.062,1,3,1,3,1,5,1,5,4,1,3,2,3.0,0.0,0,0,1,0,0,0
0.3125,1,2,1,4,1,5,1,5,2,1,2,2,0.0,0.0,1,0,0,0,0,0
0.0846,1,2,1,3,0,5,1,4,5,2,0,3,1.0,0.0,1,1,0,0,1,0
0.0608,1,2,1,1,1,5,1,4,5,2,1,3,2.0,0.0,1,0,0,0,0,0
0.0432,0,3,1,3,1,4,1,4,1,3,2,2,4.0,0.0,1,0,1,1,0,0
0.06,0,2,0,3,1,5,1,4,3,2,1,1,1.0,0.0,1,0,1,0,0,0
0.0,1,2,1,5,1,5,1,4,4,2,0,3,2.0,0.0,1,1,1,0,0,0
0.0426,0,3,1,1,0,5,1,3,4,3,1,3,3.0,0.0,1,0,0,0,0,0
0.0707,1,2,0,3,0,5,1,5,5,2,2,1,2.0,0.0,1,1,1,0,0,0
0.1306,0,1,0,1,1,5,1,4,3,2,0,2,3.0,0.0,1,0,0,0,0,0
0.0295,0,1,0,3,1,4,1,5,4,3,3,3,4.0,0.0,1,0,1,1,0,1
0.2947,1,2,0,5,0,3,1,2,4,1,1,3,1.0,0.0,1,1,1,1,0,1
0.1373,1,2,1,2,1,5,1,4,2,3,1,3,4.0,1.0,1,1,1,0,0,0
0.0719,0,3,0,1,1,4,1,5,4,2,1,2,4.0,0.0,1,0,0,0,0,0
0.0718,0,1,1,2,0,5,1,3,2,3,2,3,2.0,0.0,0,0,1,0,0,1
0.0,0,2,0,4,1,4,1,4,5,1,2,3,4.0,1.0,1,0,1,0,1,0
0.0,1,2,0,3,1,4,1,3,5,3,2,2,4.0,0.0,1,1,0,0,0,0
0.1194,0,2,1,3,1,3,1,5,5,3,0,3,4.0,0.0,1,0,0,0,0,0
0.1078,1,2,1,2,1,4,1,4,4,2,2,2,2.0,0.0,1,1,0,0,0,0
0.0,0,2,0,4,0,5,1,5,4,3,1,2,4.0,0.0,1,0,1,0,1,0
0.0,1,4,1,2,0,4,1,3,5,3,2,2,4.0,0.0,1,1,0,0,1,0
0.0,0,3,0,5,1,5,1,5,5,2,2,3,4.0,1.0,1,0,1,1,1,0
0.0035,1,3,0,2,0,5,1,5,4,0,2,3,4.0,0.0,1,1,1,0,0,1
0.0217,0,2,1,3,1,3,1,2,2,3,2,2,3.0,0.0,1,1,1,0,0,0
0.0195,0,2,1,4,0,5,1,3,3,3,2,1,4.0,0.0,0,0,1,0,0,0
0.0356,0,1,0,2,1,1,1,5,4,3,2,3,4.0,1.0,1,0,1,0,0,0
0.0,0,3,1,4,1,1,1,3,4,3,2,3,1.0,0.0,1,0,1,1,0,0
0.1051,1,1,1,2,1,3,1,5,4,2,3,2,2.0,0.0,1,1,1,0,0,0
0.0008,1,3,0,4,0,5,1,5,4,3,3,2,3.0,0.0,1,0,1,1,0,0
0.0,1,2,1,3,1,5,1,3,4,2,1,2,4.0,0.0,1,1,0,1,0,0
0.0341,1,2,1,1,1,3,1,3,4,1,2,3,0.0,0.0,0,1,0,0,0,0
0.1102,1,2,0,2,0,1,1,5,3,3,2,3,4.0,0.0,1,0,0,0,1,0
0.0511,1,2,0,3,1,1,1,5,3,1,3,3,2.0,0.0,1,1,1,1,0,0
0.0695,0,2,0,5,0,5,1,5,5,1,2,1,4.0,0.0,1,1,0,0,1,0
0.1039,1,1,0,2,1,5,1,2,5,3,2,3,3.0,0.0,1,1,0,0,0,0
0.0315,0,2,1,3,0,5,1,3,5,1,2,3,2.0,0.0,1,1,0,0,0,0
0.0078,1,2,1,1,1,5,1,4,3,2,2,3,3.0,1.0,1,0,1,1,1,0
0.2019,1,2,1,4,1,5,1,4,5,2,0,3,4.0,1.0,1,0,1,0,0,0
0.0,1,3,0,1,0,5,1,5,5,2,3,2,2.0,0.0,1,1,0,0,0,1
0.0389,1,2,1,3,1,4,1,4,4,3,2,2,4.0,0.0,1,0,1,1,0,0
0.0622,0,1,1,4,0,5,1,5,3,3,3,2,4.0,0.0,1,1,0,1,0,0
0.2819,1,2,0,3,0,5,1,4,5,3,2,3,3.0,1.0,1,1,0,1,1,0
0.0,0,4,0,1,0,4,0,5,1,2,2,2,4.0,0.0,1,1,1,0,0,0
0.1674,0,1,1,1,0,4,1,4,5,2,3,3,2.0,0.0,1,1,0,1,0,1
0.2311,1,2,0,5,0,4,1,5,3,2,2,3,4.0,0.0,1,0,0,0,0,0
0.1073,1,1,0,1,0,5,1,5,1,0,2,2,4.0,0.0,1,1,0,0,0,0
0.0,1,2,0,3,1,3,1,2,5,2,1,2,3.0,1.0,1,1,0,1,0,0
0.0,0,2,0,2,0,4,1,3,5,2,2,3,4.0,1.0,1,1,0,1,1,0
0.2202,1,1,0,2,0,4,1,3,4,2,3,2,3.0,0.0,1,1,1,0,0,0
0.0925,0,2,0,2,0,3,1,5,5,3,2,1,4.0,0.0,1,0,0,1,1,0
0.039,1,2,1,2,1,5,1,4,2,2,2,3,2.0,0.0,1,0,1,1,0,0
0.1055,1,1,0,2,0,5,1,4,4,2,2,2,4.0,0.0,1,0,0,1,0,0
0.0,0,3,0,4,0,5,1,4,3,3,3,2,3.0,1.0,1,1,0,0,0,0
0.1869,1,2,0,2,1,5,1,3,5,3,2,3,3.0,0.0,1,1,0,0,0,0
0.0,1,2,0,1,0,5,1,2,3,3,2,2,3.0,0.0,1,0,0,0,1,0
0.0,1,2,0,3,1,3,1,3,5,3,3,3,4.0,0.0,1,1,0,0,1,1
0.1712,0,2,1,2,0,5,1,5,5,3,2,3,1.0,0.0,1,1,1,0,0,0
0.0,0,2,1,3,1,3,1,5,4,3,2,2,4.0,1.0,1,0,0,0,0,0
0.1474,1,3,0,3,1,5,1,5,5,3,2,3,4.0,1.0,1,1,1,1,0,1
0.3074,0,3,0,2,0,1,1,3,5,3,3,3,4.0,0.0,1,1,1,0,0,0
0.1107,1,3,1,1,0,5,1,3,2,2,1,3,3.0,1.0,1,1,0,0,1,0
0.2042,1,2,0,3,0,5,1,4,5,3,2,3,2.0,0.0,1,1,0,0,0,0
0.0103,1,2,0,5,1,5,1,5,4,3,3,3,3.0,0.0,1,1,1,1,1,0
0.0468,1,3,1,3,0,4,1,2,5,2,4,2,4.0,0.0,1,1,1,1,0,0
0.036,0,2,1,5,1,5,1,4,4,2,2,2,4.0,0.0,1,1,0,1,1,0
0.3192,0,2,0,1,1,3,1,3,2,3,2,2,2.0,0.0,1,0,1,0,0,0
0.0557,0,3,1,5,1,5,1,3,3,2,4,1,0.0,0.0,1,0,1,0,0,0
0.0084,1,2,1,3,0,1,1,5,5,1,4,1,1.0,0.0,1,0,1,0,0,0
0.0,0,3,1,3,1,5,1,5,5,2,2,2,3.0,0.0,1,0,1,0,1,1
0.2405,0,2,1,4,0,5,1,3,4,1,3,3,4.0,1.0,1,1,1,0,0,0
0.0209,1,2,1,2,1,3,1,2,5,3,2,2,3.0,1.0,0,1,1,0,0,0
0.0532,1,2,0,1,1,5,1,2,5,3,3,3,2.0,1.0,1,1,1,0,0,0
0.2567,1,2,1,2,0,4,1,5,5,2,2,3,2.0,0.0,1,0,0,1,1,0
0.0649,1,3,0,3,0,3,1,3,5,3,2,2,4.0,0.0,1,1,0,0,0,0
0.0,0,3,0,3,0,5,1,5,4,2,2,1,4.0,0.0,1,1,1,0,0,0
0.0552,0,1,1,4,0,1,1,2,3,2,2,3,4.0,0.0,0,0,0,0,0,0
0.0,1,2,1,1,1,4,1,2,4,2,2,2,4.0,1.0,1,0,0,1,0,1
0.1509,0,2,1,3,0,4,1,5,4,2,2,2,3.0,1.0,0,1,1,0,0,1
0.0329,0,2,1,1,1,5,1,4,4,3,2,1,4.0,0.0,1,0,1,0,0,0
0.0455,1,3,0,1,0,4,1,5,4,1,3,1,3.0,0.0,1,0,0,0,0,0
0.0652,1,2,0,1,1,4,1,5,4,2,2,3,3.0,1.0,1,0,0,0,0,0
0.0259,1,2,1,3,0,5,1,5,2,2,2,2,1.0,0.0,1,1,1,1,0,0
0.0471,1,1,1,5,0,4,1,3,4,2,2,2,3.0,0.0,1,0,0,0,0,0
0.0,0,4,0,2,0,4,1,5,5,0,3,1,2.0,1.0,1,0,1,1,0,0
0.0353,1,3,1,3,1,3,1,5,3,1,1,3,3.0,0.0,1,1,1,1,0,0
0.2047,0,2,1,2,0,1,0,2,3,3,1,2,1.0,0.0,0,0,0,0,0,0
0.1122,0,3,1,2,1,1,1,5,5,3,2,3,3.0,1.0,1,0,1,1,0,0
0.0714,1,3,1,3,0,5,1,5,2,1,1,2,4.0,1.0,1,0,0,1,0,0
0.0646,0,1,0,1,0,4,1,5,4,3,1,1,2.0,0.0,0,1,1,1,0,0
0.0263,0,3,0,3,0,4,1,2,4,0,2,2,2.0,0.0,1,0,1,0,0,0
0.0,0,2,1,3,0,5,1,2,5,2,1,3,3.0,0.0,1,0,0,0,1,0
0.0434,1,2,0,2,0,5,1,5,3,2,0,3,4.0,1.0,1,1,0,1,0,0
0.1216,0,2,1,5,0,5,1,4,5,2,2,2,4.0,1.0,1,0,0,1,0,0
0.1724,1,2,0,1,1,3,0,5,4,3,1,3,3.0,1.0,1,0,1,0,0,0
0.3596,1,2,0,5,1,5,1,4,4,3,3,2,3.0,0.0,1,0,0,0,0,1
0.1172,0,3,1,4,1,3,1,5,4,3,1,2,4.0,0.0,0,0,1,1,0,0
0.0337,1,2,1,1,1,4,1,3,4,3,2,3,3.0,0.0,1,1,0,0,0,0
0.1017,1,3,1,2,1,5,1,2,4,3,1,3,2.0,0.0,1,1,0,1,0,0
0.2098,1,2,1,1,1,4,1,4,5,2,1,1,4.0,0.0,1,1,1,0,0,0
0.1554,1,2,1,2,1,4,1,3,4,2,0,2,3.0,0.0,1,1,0,1,0,0
0.178,0,3,1,5,0,4,1,5,3,1,1,2,4.0,1.0,1,0,0,0,0,0
0.0162,1,2,0,3,0,3,1,5,3,1,1,3,1.0,1.0,1,0,1,1,0,0
0.0,1,2,0,2,0,4,0,5,5,3,1,2,4.0,1.0,1,0,1,0,0,0
0.0252,1,2,0,2,0,4,1,4,5,2,1,2,4.0,0.0,1,0,1,0,0,0
0.1129,1,1,1,2,0,4,1,3,5,2,2,1,4.0,0.0,1,1,1,0,1,0
0.0022,1,2,0,2,0,5,0,4,4,3,4,1,3.0,0.0,0,0,1,1,0,0
0.1299,0,2,1,3,1,5,1,5,3,2,3,3,3.0,0.0,1,0,1,0,1,0
0.1477,1,2,1,2,0,5,1,3,3,2,2,2,4.0,1.0,1,1,1,0,0,0
0.4556,1,2,1,4,0,5,1,2,5,2,1,1,4.0,0.0,1,0,0,1,1,0
0.0608,1,2,0,5,1,5,1,4,1,2,2,3,1.0,0.0,1,1,1,1,0,0
0.0063,1,1,0,5,0,5,1,4,4,2,2,2,3.0,0.0,1,0,1,1,0,0
0.0119,0,3,1,1,1,4,1,5,5,2,0,2,2.0,0.0,1,1,0,0,0,0
0.0,1,4,1,3,0,5,1,5,3,3,3,3,3.0,1.0,1,0,1,0,0,0
0.0226,1,3,0,1,0,5,0,2,3,2,1,3,3.0,0.0,1,0,1,0,0,0
0.338,1,2,0,3,1,5,1,5,4,2,2,1,4.0,1.0,1,1,0,0,0,0
0.2277,0,3,1,3,0,5,1,5,2,3,2,3,3.0,0.0,1,0,1,0,0,0
0.0691,1,2,0,1,1,4,1,5,3,3,2,3,3.0,1.0,1,1,1,0,0,0
0.1168,1,3,0,2,0,4,1,5,4,2,2,3,3.0,0.0,1,1,1,0,1,0
0.0,1,3,0,3,1,5,1,4,4,2,2,2,3.0,0.0,1,1,1,0,0,0
0.0517,0,2,1,2,1,3,1,5,5,2,3,2,1.0,0.0,1,0,1,1,0,0
0.1655,1,2,0,3,0,2,1,5,4,2,3,2,4.0,0.0,1,0,1,0,0,0
0.025,1,2,1,2,0,3,1,2,1,3,1,2,4.0,0.0,1,1,0,0,0,0
0.0,0,2,1,3,1,5,1,3,5,3,2,3,3.0,0.0,1,1,1,0,0,0
0.0616,1,2,1,5,1,3,1,5,3,3,4,2,3.0,0.0,1,0,0,0,0,0
0.0469,1,1,1,3,1,5,0,5,3,2,2,3,1.0,0.0,1,0,0,0,1,0
0.0636,0,3,1,4,0,2,1,4,4,3,2,1,3.0,0.0,1,0,1,0,0,0
0.0631,1,3,1,3,0,5,1,1,5,3,2,2,3.0,0.0,1,1,0,0,0,0
0.0,1,3,1,3,0,4,1,3,5,0,3,2,3.0,0.0,1,1,0,0,0,0
0.0,1,4,1,1,1,5,1,5,5,2,2,1,1.0,0.0,1,1,1,1,1,0
0.0,0,2,1,3,0,4,1,2,5,2,3,1,4.0,1.0,1,0,1,1,0,0
0.2314,0,3,0,3,0,4,1,3,4,2,4,3,4.0,0.0,0,1,1,0,0,0
0.1817,1,3,1,3,0,4,0,5,4,2,2,3,3.0,1.0,1,0,1,0,0,0
0.0369,1,2,1,3,0,3,1,2,3,3,2,1,3.0,0.0,1,1,0,1,0,0
0.0645,1,3,1,1,0,5,1,3,4,1,2,2,3.0,0.0,1,0,0,0,0,0
0.1207,1,1,1,3,1,5,0,5,4,2,1,2,4.0,0.0,0,0,1,0,0,0
0.0542,1,2,1,1,1,5,1,5,4,2,2,3,4.0,0.0,1,0,1,1,0,0
0.0467,0,2,0,3,1,5,1,3,4,3,3,3,4.0,1.0,1,1,1,0,0,0
0.1535,0,2,0,3,1,4,0,5,2,2,1,2,3.0,1.0,1,0,1,1,1,0
0.1987,1,1,0,1,1,2,0,5,2,0,0,2,3.0,0.0,1,1,1,1,1,0
0.1713,0,3,0,5,0,3,1,3,2,2,2,3,3.0,0.0,1,0,1,0,0,0
0.0,1,1,0,2,0,1,0,5,5,2,2,2,3.0,0.0,1,1,1,0,1,0
0.1417,1,3,0,2,1,4,1,4,5,3,2,2,4.0,0.0,1,1,0,0,0,0
0.0552,0,2,0,1,1,5,1,3,5,3,1,2,1.0,0.0,1,1,1,0,0,0
0.256,0,2,1,1,0,5,1,4,3,3,0,2,4.0,1.0,1,0,1,0,1,0
0.0,1,1,0,3,1,4,1,5,3,0,3,3,2.0,0.0,1,0,0,0,0,0
0.1038,1,2,0,4,0,3,1,5,5,3,0,2,4.0,0.0,1,0,0,0,0,0
0.4507,1,1,1,1,0,5,1,3,4,2,0,1,4.0,0.0,1,0,0,0,0,0
0.2036,1,2,1,1,0,3,1,5,2,3,2,3,3.0,0.0,1,0,0,1,0,0
0.1367,0,2,0,1,0,4,0,3,4,3,2,2,2.0,0.0,1,1,0,0,0,0
0.0,0,2,1,4,0,2,1,2,4,1,2,2,4.0,0.0,1,0,0,1,0,1
0.0379,1,3,0,2,1,3,0,4,3,2,4,2,2.0,0.0,1,0,0,1,0,0
0.0013,1,2,1,4,0,4,0,5,5,2,2,1,4.0,0.0,1,0,1,0,0,0
0.0,1,2,1,2,0,5,1,3,5,2,0,2,4.0,0.0,1,1,1,0,1,0
0.0669,0,2,1,4,1,3,1,5,5,3,2,3,2.0,0.0,1,0,1,1,0,0
0.1213,1,2,0,3,0,5,0,5,5,3,1,1,2.0,0.0,0,1,1,0,0,0
0.0454,1,2,1,2,0,4,1,4,3,3,2,2,1.0,0.0,1,0,1,0,0,0
0.0925,1,2,1,4,0,5,1,5,5,3,2,3,3.0,1.0,1,0,1,0,0,0
0.0162,1,2,0,2,0,5,1,5,3,3,2,2,3.0,0.0,1,0,1,0,0,0
0.1075,0,3,1,3,0,5,1,5,5,0,2,2,2.0,0.0,1,0,1,0,0,0
0.0564,1,4,0,3,1,4,1,5,3,3,1,3,4.0,0.0,1,1,0,0,0,0
0.1038,0,2,1,3,0,3,0,5,4,3,4,2,4.0,0.0,1,1,0,0,0,0
0.1457,0,2,0,3,0,3,1,5,4,2,1,2,4.0,0.0,1,0,0,1,0,0
0.0954,1,1,1,2,0,4,1,5,5,0,2,3,4.0,1.0,1,0,1,0,0,0
0.0425,0,2,0,3,0,5,0,5,5,1,3,3,3.0,0.0,1,1,1,0,1,0
0.1489,1,2,1,2,1,4,1,3,4,3,2,3,4.0,1.0,1,1,1,1,0,0
0.0,1,3,0,3,0,5,1,4,4,3,1,1,4.0,1.0,1,1,1,1,0,0
0.1299,0,2,1,2,1,4,1,5,4,3,1,2,2.0,0.0,0,1,1,0,1,0
0.0,1,3,1,2,1,4,1,4,4,2,2,2,3.0,0.0,1,1,1,0,0,0
0.084,1,3,1,3,0,4,1,5,3,3,0,2,1.0,0.0,1,1,1,1,0,0
0.0326,1,1,1,3,1,1,1,3,4,2,2,2,4.0,0.0,1,0,0,1,1,0
0.0,1,3,1,1,1,5,1,5,4,3,4,1,3.0,0.0,1,1,0,1,0,0
0.2048,1,2,0,2,0,4,1,2,5,2,3,3,3.0,0.0,1,0,1,1,0,0
0.0567,1,4,1,3,1,5,1,4,4,2,3,3,4.0,0.0,1,1,0,0,1,0
0.0,1,2,1,3,1,5,1,2,4,2,2,3,3.0,1.0,1,1,1,0,0,0
0.1335,0,2,1,2,0,4,1,5,4,1,3,3,4.0,0.0,0,0,1,0,0,0
0.0,0,3,0,3,0,5,1,5,5,2,4,3,3.0,1.0,1,1,1,0,0,0
0.1219,1,1,0,4,0,4,1,4,4,2,2,2,3.0,0.0,1,1,0,1,0,0
0.1847,0,1,1,4,1,3,1,3,3,3,1,3,3.0,1.0,1,0,0,0,1,0
0.0594,1,2,0,5,1,5,1,5,4,3,2,2,2.0,0.0,0,0,0,0,0,0
0.1466,0,4,0,1,0,4,1,5,4,3,4,3,1.0,0.0,1,1,1,1,0,0
0.163,1,2,1,3,0,5,1,4,2,3,1,1,4.0,0.0,0,0,1,1,0,0
0.2157,0,3,1,3,0,4,1,2,4,2,1,2,2.0,0.0,1,1,1,0,0,0
0.0,1,2,1,2,0,3,1,2,4,1,2,3,2.0,0.0,1,0,1,0,0,0
0.0882,1,2,0,3,0,4,1,5,2,1,0,2,1.0,0.0,1,1,1,0,0,0
0.2876,1,2,1,2,0,4,1,5,4,1,3,3,4.0,0.0,1,1,0,0,0,0
0.127,0,1,1,1,1,5,1,3,3,3,3,3,3.0,0.0,1,1,1,1,0,0
0.0082,1,1,1,2,0,5,1,1,5,3,1,3,3.0,0.0,0,0,0,0,0,0
0.0571,1,2,1,3,1,5,1,2,3,2,0,3,2.0,0.0,1,0,0,0,0,1
0.0325,1,3,1,2,0,5,1,5,4,0,2,2,3.0,0.0,0,1,1,1,1,0
0.1012,1,2,0,3,1,4,0,4,4,3,0,3,4.0,1.0,0,0,1,1,0,0
0.2466,1,1,1,3,0,5,1,5,5,0,2,3,2.0,0.0,1,1,1,0,0,0
0.0529,1,2,1,4,0,4,1,3,5,2,2,3,4.0,1.0,1,0,1,0,0,0
0.1204,1,2,0,1,1,5,1,5,5,2,3,1,4.0,0.0,1,0,0,1,0,0
0.0343,1,2,0,3,1,2,1,2,5,3,0,0,4.0,0.0,1,1,1,0,0,1
0.0497,0,3,1,2,0,3,1,5,4,2,2,2,3.0,0.0,1,1,1,1,0,0
0.0362,0,3,0,2,1,5,1,5,5,1,1,3,4.0,0.0,1,0,1,0,0,0
0.0145,0,2,0,1,0,5,1,5,5,2,2,3,4.0,0.0,1,1,1,0,1,0
0.0,0,3,1,5,0,3,1,5,2,2,2,2,3.0,0.0,1,1,0,0,0,0
0.2926,1,1,0,3,0,4,1,5,2,2,2,3,4.0,1.0,1,0,0,0,0,0
0.2264,0,2,1,3,0,3,1,5,4,2,2,3,1.0,0.0,0,1,0,1,0,0
0.0595,1,3,1,3,1,4,1,2,2,3,1,3,4.0,0.0,1,0,1,0,0,0
0.1424,1,3,1,3,0,5,0,5,4,2,3,3,3.0,0.0,1,1,0,0,0,0
0.107,0,2,0,4,0,4,1,3,5,3,2,1,3.0,0.0,1,0,0,0,0,0
0.1448,0,3,0,3,0,3,1,2,4,3,2,2,4.0,0.0,1,1,0,0,0,0
0.0,1,2,1,1,0,4,1,5,3,0,2,2,2.0,1.0,1,1,1,1,0,0
0.0942,1,1,0,5,0,4,1,4,4,3,4,2,3.0,0.0,1,1,1,0,0,0
0.0633,0,2,1,3,0,4,0,5,3,1,2,3,4.0,0.0,1,0,1,0,0,0
0.0185,0,2,1,3,0,4,1,5,2,3,2,2,3.0,0.0,1,0,1,0,0,0
0.32,0,3,0,4,1,4,1,5,5,2,0,2,4.0,0.0,1,1,0,1,0,0
0.0,1,2,0,2,0,5,1,5,5,3,0,0,4.0,0.0,1,1,0,1,0,0
0.0,0,3,1,3,1,5,1,2,2,1,1,3,3.0,0.0,0,1,1,0,0,0
0.035,1,2,1,2,0,4,1,5,5,2,2,3,2.0,0.0,1,1,1,0,1,0
